Algorithm,ALOP_mean,ALOP_std,CompTime_mean,CompTime_std,UAR_mean,UAR_std,Surf_mean,Surf_std
TSP,15.7964503759195,0.26486381462759,1.98660033,0.813617498799574,4.75630846199928,0.841961903393861,153877.2,2863.18547542185
MST-Hex,15.1389906217443,0.563211946848408,0.47364924,0.226091640544361,14.0602673506525,3.23461219313244,153877.2,2863.18547542185
MST-Square,14.5398836095173,0.226454693793754,0.4113642,0.155959228800343,16.1320855987853,3.04706337717591,153877.2,2863.18547542185
OCP,14.9223156924072,0.402275386990691,2306.00801522,244.384392148187,3.67713890999074,0.556852313628373,153877.2,2863.18547542185
Boustrophedon,18.3542801473201,1.29643955695156,1.43757137,0.606346234722471,3.52473163935128,0.928420767891585,153877.2,2863.18547542185
